country,SFTGcode,COW,risk_in_2021,risk_in_2021_22,anymk.ongoing,anymk.ever,reg.afr,reg.eap,reg.eur,reg.mna,reg.sca,countryage.ln,popsize.ln.combined,imr.sqrt,gdppcgrowth.combined,ios.iccpr1,includesnonstate,minorityrule,elf.ethnic,battledeaths.ln,candidaterestriction,partyban,judicialreform,religiousfreedom,pol_killing_approved,freemove_men4,freemove_women4,freediscussion,social_inequality,even_civilrights,repress_civilsoc,social_power_dist,ses_power_dist,tradeshare.ln.combined,coup.try.5yr
Burma/Myanmar,MYA,775,0.03066,0.05276,1,1,0,1,0,0,0,4.290459441,17.81205473,5.983310121,-9.992044686,0,1,0,0.51,5.081404365,1,4,1,3,0,0,0,0.761,1,0,0,1,0.525,4.033194861,0
South Sudan,SSD,626,0.03025,0.05445,1,1,1,0,0,0,0,2.302585093,16.23086427,7.899367063,-0.052,0,1,1,0.73,4.077537444,1,4,1,3,0,0,0,0.156,1,0,0,1,-1.062,-1.279205381,0
Chad,CHA,483,0.02947,0.06873,0,1,1,0,0,0,0,4.110873864,16.61436742,8.312640976,-0.890209999,1,1,1,0.86,5.283203729,0,3,0,3,0,0,1,0.478,0,0,0,1,-1.155,4.281726677,0
Turkey,TUR,640,0.02881,0.06329,0,1,0,0,1,0,0,4.584967479,18.25035574,2.93257566,1.756650763,1,1,1,0.32,5.916202063,1,4,0,2,0,0,0,0.158,1,0,0,1,0.624,4.109140897,1
Iraq,IRQ,645,0.0287,0.0546,1,1,0,0,0,1,0,4.48863637,17.50993717,4.669047012,-10.36509018,0,1,0,0.37,6.508769137,1,3,1,2,0,0,0,0.294,0,0,0,1,0.091,4.283094397,0
Syria,SYR,652,0.0282,0.05577,1,1,0,0,0,1,0,4.317488114,16.67774898,4.23083916,-0.137931034,0,1,1,0.54,8.431635303,1,1,0,1,1,0,0,0.046,1,0,0,1,-1.591,-1.806603268,0
Central African Republic,CEN,482,0.02642,0.03994,1,1,1,0,0,0,0,4.110873864,15.39030816,9,0,1,1,1,0.83,4.060443011,0,4,1,4,0,0,0,0.705,0,0,0,1,0.825,3.907720362,0
Libya,LIB,620,0.0234,0.05783,0,1,0,0,0,1,0,4.248495242,15.74286198,3.146426545,-31.3,1,1,0,0.79,6.50578406,1,3,1,1,1,0,0,0.45,0,0,0,0,1.284,4.736709894,0
Republic of the Congo,CON,484,0.02056,0.04974,0,1,1,0,0,0,0,4.110873864,15.52354271,5.907622195,-7.948712902,1,1,0,0.87,0,1,4,1,4,1,0,0,0.063,0,0,0,1,-0.188,4.735828021,0
Thailand,THI,800,0.01867,0.04468,0,1,0,1,0,0,0,6.508769137,18.06114425,2.774887385,-6.087220285,0,1,1,0.63,3.891820298,1,4,1,4,0,0,0,0.167,0,0,0,1,0.041,4.584248616,0
Mali,MLI,432,0.01723,0.03095,0,0,1,0,0,0,0,4.110873864,16.82370654,7.758865897,-1.649261401,1,1,0,0.69,6.336825731,1,4,1,3,0,1,0,0.882,0,0,0,1,0.001,4.090730907,1
Mozambique,MZM,541,0.01712,0.03689,0,1,1,0,0,0,0,3.828641396,17.25770384,7.402702209,-1.281886972,0,1,0,0.69,6.829793738,1,4,1,4,0,1,0,0.657,0,0,0,0,1.056,4.758295923,0
China,CHN,710,0.01585,0.02955,0,1,0,1,0,0,0,7.715123604,21.06124551,2.607680962,2.3,0,1,1,0.15,0,1,0,1,0,0,0,0,0.132,1,0,0,1,-0.187,3.541158952,0
Uganda,UGA,500,0.0158,0.03602,0,1,1,0,0,0,0,4.077537444,17.63850561,5.779273311,2.857581274,1,1,1,0.93,0,1,4,1,3,0,0,0,0.46,0,1,0,1,0.102,3.54877044,0
Burundi,BUI,516,0.01546,0.03705,0,1,1,0,0,0,0,4.077537444,16.29127395,6.316644679,0.297577119,0,1,1,0.3,4.787491743,1,3,1,4,1,0,0,0.251,0,1,0,1,0.792,3.493511486,0
Tanzania,TAZ,510,0.01361,0.03025,0,1,1,0,0,0,0,4.094344562,17.9054155,6,2.003858269,0,1,0,0.74,3.258096538,0,4,2,3,0,1,1,0.708,0,0,0,0,1.064,3.387917302,0
Indonesia,INS,850,0.01304,0.02752,0,1,0,1,0,0,0,4.276666119,19.42689854,4.494441011,-2.069543499,0,1,0,0.74,0,0,3,1,2,0,1,0,0.662,0,0,0,1,0.005,3.502266361,0
Angola,ANG,540,0.01274,0.02467,0,1,1,0,0,0,0,3.828641396,17.3079574,7.085195834,-4.04051,1,1,1,0.79,3.258096538,1,3,1,3,0,1,1,0.622,0,0,0,1,0.122,4.137023363,0
Uzbekistan,UZB,704,0.01273,0.01985,0,0,0,0,0,0,1,3.401197382,17.3486729,3.949683532,1.647797102,1,1,1,0.41,0,1,2,2,3,0,0,0,0.577,0,0,0,1,0.256,4.143863412,0
Cameroon,CAO,471,0.01264,0.02322,0,0,1,0,0,0,0,4.110873864,17.09438451,7.085195834,0.730339198,1,1,1,0.86,6.063785209,0,4,1,4,0,1,1,0.59,0,0,0,1,0.115,3.600223642,0
Tajikistan,TAJ,702,0.01258,0.02102,0,0,0,0,0,0,1,3.401197382,16.07075684,5.440588203,4.499999517,1,1,1,0.51,0,0,3,1,2,0,0,0,0.123,0,0,0,1,-1.049,4.012257565,0
Egypt,EGY,651,0.01228,0.02228,0,1,0,0,0,1,0,4.219507705,18.44375647,4.159326869,3.569669475,1,1,0,0.18,5.793013608,1,2,1,2,0,1,0,0.155,0,0,0,0,-0.349,3.525146932,0
Cambodia,CAM,811,0.01158,0.02239,0,1,0,1,0,0,0,4.219507705,16.63205462,4.774934555,-3.141034806,0,1,0,0.21,0,1,3,0,3,0,0,0,0.348,0,0,0,1,-1.155,4.838999123,0
Kenya,KEN,501,0.01157,0.02433,0,0,1,0,0,0,0,4.060443011,17.80025043,5.648008499,-0.30749749,0,1,0,0.86,4.553876892,1,4,1,4,0,1,1,0.822,0,0,0,1,0.513,3.447344772,0
Ivory Coast,IVO,437,0.01145,0.02209,0,1,1,0,0,0,0,4.110873864,17.08805131,7.655063684,1.816441461,1,1,0,0.82,0,1,4,1,4,0,1,1,0.62,0,0,0,0,0.581,3.837319167,0
Burkina Faso,BFO,439,0.01129,0.0187,0,0,1,0,0,0,0,4.110873864,16.85541655,7.341661937,2.022384695,1,1,0,0.74,6.234410726,1,4,1,4,0,1,1,0.721,0,0,0,0,1.311,4.038219619,0
Philippines,PHI,840,0.01126,0.01395,1,1,0,1,0,0,0,4.812184355,18.51217534,4.647580015,-9.573029875,1,1,1,0.24,5.855071922,1,3,1,3,0,1,1,0.497,0,0,0,1,-0.707,4.063453476,0
Algeria,ALG,615,0.01076,0.02201,0,1,0,0,0,1,0,4.077537444,17.59630906,4.472135955,-5.480991935,1,1,0,0.34,3.258096538,1,3,1,2,0,1,1,0.599,0,0,0,1,0.874,3.811783817,0
Bangladesh,BNG,771,0.01069,0.02267,0,1,0,0,0,0,1,3.912023005,18.91957173,5.059644256,2.375521656,0,1,0,0.05,0,1,3,1,3,0,1,1,0.341,0,0,0,0,-2.78,3.426333484,0
Niger,NIR,436,0.01062,0.01739,0,0,1,0,0,0,0,4.110873864,17.00213737,6.833739825,1.500005543,1,1,0,0.65,6.240275845,1,4,1,3,0,1,1,0.809,0,0,0,0,0.851,3.632148161,0
South Africa,SAF,560,0.0105,0.02092,0,1,1,0,0,0,0,4.709530201,17.8982664,5.244044241,-6.959604452,1,1,0,0.75,0,1,4,2,4,0,1,1,0.834,0,0,0,1,0.88,4.025306473,0
Iran,IRN,630,0.01043,0.02343,0,1,0,0,0,1,0,6.253828812,18.24624346,3.464101615,1.66179376,0,1,1,0.67,3.33220451,0,2,1,1,0,1,0,0.419,0,0,0,1,0.042,3.587787672,0
Venezuela,VEN,101,0.01026,0.0164,0,0,0,0,0,0,0,5.252273428,17.1631645,4.582575695,-0.14,1,1,1,0.5,0,1,3,0,3,0,0,1,0.295,0,0,0,1,1.499,-2.113593489,0
Sierra Leone,SIE,451,0.01007,0.0184,0,1,1,0,0,0,0,4.094344562,15.89207108,8.994442729,-2.162497231,1,1,0,0.82,0,0,4,1,4,0,1,1,0.841,0,0,0,0,0.13,3.915179847,0
Eritrea,ERI,531,0.009903,0.01994,0,0,1,0,0,0,0,3.33220451,15.63153946,5.522680509,0.05,0,1,1,0.65,0,1,0,1,1,1,0,0,0.111,0,0,1,1,1.127,-1.714846647,0
Nepal,NEP,790,0.00967,0.01868,0,1,0,0,0,0,1,5.533389489,17.18751281,5.059644256,-2.088378695,1,1,0,0.66,0,1,4,1,3,0,1,0,0.829,0,0,0,1,0.304,3.704928097,0
Nicaragua,NIC,93,0.009376,0.01659,0,1,0,0,0,0,0,5.209486153,15.70629361,3.78153408,-1.977329393,1,1,1,0.48,0,1,4,0,3,0,0,0,0.181,0,0,0,1,-0.462,4.493957715,0
Russia,RUS,365,0.009083,0.01705,0,1,0,0,1,0,0,3.401197382,18.78604637,2.213594362,-2.951273899,1,1,0,0.25,3.433987204,1,4,0,2,0,1,1,0.622,0,0,0,1,-0.612,3.830445856,0
Laos,LAO,812,0.009051,0.01344,0,1,0,1,0,0,0,4.276666119,15.80003079,6.033241252,0.439513531,0,1,1,0.51,0,1,0,1,2,0,0,0,0.08,0,0,0,1,0.318,4.318712576,0
Colombia,COL,100,0.009035,0.01624,0,1,0,0,0,0,0,5.308267697,17.74503716,3.435112807,-6.847314206,1,1,1,0.6,3.526360525,1,4,1,4,0,1,0,0.389,0,0,0,1,-1.181,3.516105253,0
Morocco,MOR,600,0.008414,0.01698,0,0,0,0,0,1,0,4.17438727,17.42400819,4.277849927,-7.117232169,0,1,0,0.48,0,1,4,2,2,0,1,0,0.646,0,0,0,1,-0.066,4.364591443,0
Azerbaijan,AZE,373,0.008053,0.01365,0,1,0,0,1,0,0,3.401197382,16.12904706,4.266145802,-4.309989133,1,1,1,0.2,8.940367233,1,4,0,2,0,1,1,0.303,0,0,0,1,-1.579,4.278926522,0
Malawi,MAW,553,0.008043,0.01512,0,1,1,0,0,0,0,4.043051268,16.76676599,5.558776844,0.8,1,1,0,0.67,0,0,4,1,4,0,1,1,0.826,0,0,0,1,0.115,4.198772287,0
Madagascar,MAG,580,0.008033,0.01396,0,0,1,0,0,0,0,4.110873864,17.13661869,6.041522987,-4.200002074,1,1,0,0.88,0,1,4,1,3,0,1,1,0.716,0,0,0,1,-0.414,3.981795634,0
Brazil,BRA,140,0.008024,0.01526,0,0,0,0,0,0,0,5.278114659,19.17473208,3.521363372,-4.059048273,0,1,0,0.54,0,1,4,1,3,0,1,1,0.837,0,0,0,1,0.164,3.476746806,0
North Korea,PRK,731,0.007569,0.01129,1,1,0,1,0,0,0,4.290459441,17.06709982,4.734976241,-0.016580903,0,1,1,0.04,0,1,0,1,0,1,0,0,0.018,0,1,1,1,-1.057,-2.841965881,0
Liberia,LBR,450,0.007551,0.01498,0,1,1,0,0,0,0,5.159055299,15.43641784,7.886697661,-2.870722428,0,1,0,0.91,0,0,4,1,3,0,1,1,0.936,0,0,0,0,0.606,4.813373385,0
Zambia,ZAM,551,0.007451,0.01228,0,0,1,0,0,0,0,4.043051268,16.72698889,6.511528238,-3.016188903,1,1,0,0.78,0,1,4,1,3,0,1,1,0.644,0,0,0,1,0.447,4.231073544,0
Ghana,GHA,452,0.007262,0.01122,0,0,1,0,0,0,0,4.158883083,17.25184806,5.822370651,0.414443468,1,1,0,0.67,0,1,4,2,4,0,1,1,0.93,0,0,0,0,0.51,4.264257273,0
Mexico,MEX,70,0.006674,0.01015,0,0,0,0,0,0,0,5.298317367,18.67480153,3.492849839,-8.239473277,1,1,0,0.54,0,1,4,1,4,0,1,1,0.829,0,0,0,0,0.79,4.356479523,0
Ukraine,UKR,369,0.006659,0.009798,0,0,0,0,1,0,0,3.401197382,17.60275672,2.683281573,-4.020317714,1,1,0,0.47,5.278114659,0,4,1,3,0,1,1,0.836,0,0,0,0,-0.571,4.371131869,0
Peru,PER,135,0.006429,0.01116,0,1,0,0,0,0,0,4.955827058,17.3111646,3.209361307,-11.14881188,1,1,0,0.66,0,1,4,1,4,0,1,1,0.937,0,0,0,1,0.97,3.771305393,0
Haiti,HAI,41,0.00636,0.01138,0,1,0,0,0,0,0,5.379897354,16.24934608,6.942621983,-3.373750496,0,1,1,0.1,0,1,4,1,4,0,1,1,0.804,0,0,0,1,-0.854,3.701696945,0
Guatemala,GUA,90,0.006319,0.01004,0,1,0,0,0,0,0,5.204006687,16.64035563,4.549725266,-1.519328029,1,1,1,0.51,0,1,4,1,4,0,1,0,0.737,0,0,0,1,-0.021,3.733867744,0
Zimbabwe,ZIM,552,0.006222,0.01304,0,1,1,0,0,0,0,3.713572067,16.51438055,6.196773354,-8,0,1,1,0.39,0,1,4,1,4,0,1,1,0.272,0,1,0,1,-0.771,3.419439071,1
Comoros,COM,581,0.00615,0.008363,0,0,1,0,0,0,0,3.828641396,13.67578287,6.949820142,4.910777475,0,1,0,0,0,0,4,2,2,0,0,0,0.573,0,0,0,0,1.284,3.739469597,0
Senegal,SEN,433,0.006002,0.009002,0,0,1,0,0,0,0,4.110873864,16.63354636,5.718391382,0.870408532,1,1,0,0.69,0,1,4,1,4,0,1,1,0.891,0,0,0,0,0.875,4.082885262,0
Sri Lanka,SRI,780,0.005983,0.01104,0,1,0,0,0,0,1,3.891820298,16.9028644,2.469817807,-3.569076137,1,1,0,0.42,0,1,4,0,3,0,1,1,0.669,0,0,0,1,0.786,3.67689239,0
Togo,TOG,461,0.005971,0.008535,0,0,1,0,0,0,0,4.110873864,15.92920098,6.767569726,1.752800749,1,1,0,0.71,0,0,4,2,4,0,1,1,0.368,0,0,0,0,1.047,3.969332134,0
Rwanda,RWA,517,0.005875,0.01289,0,1,1,0,0,0,0,4.077537444,16.37677691,5.128352562,-3.355472122,0,1,1,0.32,4.905274778,1,3,0,2,1,1,1,0.171,0,1,0,1,-0.832,3.995328132,0
Papua New Guinea,PNG,910,0.005828,0.009872,0,1,0,1,0,0,0,3.828641396,16.00683186,5.991660872,-3.878818537,0,1,0,0.27,0,1,4,1,4,0,1,1,0.856,0,0,0,0,-0.189,-0.748760879,0
Democratic Republic of Vietnam,VIE,816,0.005658,0.007909,0,1,0,1,0,0,0,3.80666249,18.39370601,3.987480407,2.905835584,0,1,1,0.24,0,1,0,2,2,0,1,1,0.564,0,0,0,1,1.444,5.343882088,0
Equatorial Guinea,EQG,411,0.005522,0.007939,0,1,1,0,0,0,0,3.970291914,14.15411267,7.771743691,-4.893356474,1,1,1,0.35,0,1,2,1,3,0,0,0,0.253,0,1,0,1,-1.528,4.497309543,0
Dominican Republic,DOM,42,0.005489,0.008685,0,1,0,0,0,0,0,5.049856007,16.19948244,4.847679857,-6.720239373,1,1,0,0.43,0,1,4,1,4,0,1,1,0.955,0,0,0,1,0.657,3.790841474,0
Timor-Leste,ETM,860,0.005384,0.008339,0,0,0,1,0,0,0,2.944438979,14.09196129,6.172519745,-8.702548486,0,1,0,0.9,0,1,4,1,4,0,0,0,0.883,0,1,0,0,0.633,4.427107328,0
Argentina,ARG,160,0.005354,0.008191,0,1,0,0,0,0,0,5.323009979,17.6305107,2.863564213,-9.905234856,1,1,0,0.26,0,1,4,1,4,0,1,1,0.956,0,0,0,0,1.669,3.417734141,0
Gabon,GAB,481,0.00528,0.008771,0,0,1,0,0,0,0,4.110873864,14.61559461,5.576737397,-1.323936553,0,1,0,0.77,0,1,4,2,3,0,1,1,0.824,0,0,0,1,0.663,4.257012907,1
Kyrgyzstan,KYR,703,0.005249,0.007762,0,0,0,0,0,0,1,3.401197382,15.70130667,4.049691346,-8.616551018,1,1,0,0.68,0,1,4,1,3,0,1,0,0.819,0,0,0,1,0.268,4.418962553,0
Bahrain,BAH,692,0.0052,0.008659,0,0,0,0,0,1,0,3.912023005,14.34706955,2.42899156,-5.814683428,0,1,1,0.5,0,0,2,1,1,0,0,0,0.292,1,0,0,1,-2.092,4.958354423,0
Turkmenistan,TKM,701,0.005097,0.006132,0,0,0,0,0,0,1,3.401197382,15.6124544,6.024948133,0.065,1,1,1,0.39,0,1,0,1,1,0,0,0,0.134,0,1,0,1,-1.469,3.559900374,0
Malaysia,MAL,820,0.004995,0.008119,0,0,0,1,0,0,0,4.158883083,17.29261899,2.701851217,-5.587744678,0,1,1,0.59,0,1,4,2,2,0,1,1,0.584,0,0,0,1,0.534,4.757921862,0
El Salvador,SAL,92,0.004811,0.007192,0,1,0,0,0,0,0,5.192956851,15.68518756,3.376388603,-7.943984613,1,1,0,0.2,0,1,4,1,4,0,0,0,0.637,0,1,0,0,-0.527,4.240276184,0
Mauritania,MAA,435,0.004751,0.00747,0,0,1,0,0,0,0,4.110873864,15.35230466,7.078135348,-1.488487214,0,1,1,0.62,0,1,3,1,2,0,1,1,0.812,0,0,0,1,-1.535,4.507236443,0
Bolivia,BOL,145,0.00475,0.006784,0,0,0,0,0,0,0,5.278114659,16.27279152,4.604345773,-7.82328995,1,1,0,0.74,0,0,4,1,4,0,1,1,0.67,0,0,0,1,0.926,4.032421404,0
Saudi Arabia,SAU,670,0.004722,0.007328,0,0,0,0,0,1,0,4.48863637,17.36552634,2.387467277,-4.106583412,0,1,1,0.18,0,1,0,1,0,0,0,0,0.179,1,1,0,1,-1.235,3.923998606,0
Tunisia,TUN,616,0.004568,0.006622,0,0,0,0,0,1,0,4.17438727,16.28518664,3.807886553,-8.600310283,1,1,0,0.04,0,1,4,2,3,0,1,1,0.79,0,0,0,0,1.529,4.681335668,0
Benin,BEN,434,0.004557,0.00676,0,0,1,0,0,0,0,4.110873864,16.31063137,7.681145748,3.8487924,1,1,0,0.79,0,1,4,1,4,0,1,1,0.696,0,1,0,0,0.972,3.802949681,0
Canada,CAN,20,0.004373,0.006067,0,0,0,0,0,0,0,5.036952602,17.45323455,2.049390153,-5.402798553,1,1,0,0.71,0,1,4,1,4,0,1,1,0.954,0,0,0,0,1.754,4.093891054,0
United States of America,USA,2,0.004373,0.007539,0,0,0,0,0,0,0,5.472270674,19.61303873,2.366431913,-3.486139557,0,1,0,0.49,0,1,4,1,4,0,1,1,0.938,0,1,0,0,0.893,3.270107013,0
Jordan,JOR,663,0.004346,0.0092,0,1,0,0,0,1,0,4.317488114,16.13820607,3.660601044,-1.551384325,0,1,0,0.59,0,1,4,1,2,0,1,0,0.698,0,1,0,1,0.657,4.180092848,0
United Arab Emirates,UAE,696,0.004251,0.006642,0,0,0,0,0,1,0,3.912023005,16.10707515,2.529822128,1.677720371,0,1,1,0.63,0,1,0,1,3,0,0,0,0.401,0,1,0,1,-0.911,5.081007348,0
Guinea-Bissau,GNB,404,0.004236,0.005654,0,0,1,0,0,0,0,3.850147602,14.49252734,7.231873893,-2.399999999,1,1,0,0.81,0,1,3,1,4,0,1,1,0.799,0,0,0,1,-0.249,3.77587884,0
Swaziland,SWA,572,0.003982,0.004388,0,0,1,0,0,0,0,3.970291914,13.96407193,6.212889827,-1.637027507,0,1,1,0.06,0,1,0,1,3,0,0,0,0.158,0,0,0,1,-0.798,4.48967247,0
Namibia,NAM,565,0.003887,0.005321,0,0,1,0,0,0,0,3.433987204,14.7480352,5.540758071,-7.983543825,1,1,0,0.63,0,1,4,1,4,0,1,1,0.853,0,0,0,1,0.655,4.310891244,0
Belarus,BLR,370,0.003825,0.004818,0,0,0,0,1,0,0,3.401197382,16.05609907,1.549193338,-0.9,1,1,0,0.32,0,1,4,1,2,0,0,0,0.08,0,1,0,0,1.76,4.793161913,0
Lebanon,LEB,660,0.003665,0.006136,0,0,0,0,0,1,0,4.356708827,15.73616766,2.48997992,-20.29999319,0,1,0,0.13,0,1,4,1,4,0,1,0,0.805,0,0,0,1,-0.844,4.272824838,0
Cuba,CUB,40,0.003603,0.004902,0,1,0,0,0,0,0,5.030437921,16.24266591,1.949358869,0.016,0,1,0,0.59,0,1,0,1,3,0,0,0,0.112,0,1,0,1,2.025,3.299070753,0
Djibouti,DJI,522,0.003594,0.004329,0,0,1,0,0,0,0,3.784189634,13.80344,6.957010852,0.5,1,1,0,0.8,0,0,3,1,3,0,1,0,0.544,0,0,0,1,-0.478,5.682814577,0
Bosnia and Herzegovina,BOS,346,0.003582,0.004972,0,1,0,0,1,0,0,3.36729583,15.00360243,2.258317958,-4.327345806,1,1,0,0.63,0,1,4,1,3,0,1,0,0.599,0,0,0,1,0.541,4.421897261,0
Honduras,HON,91,0.003371,0.004354,0,0,0,0,0,0,0,5.209486153,16.10851066,3.807886553,-8.964760184,1,1,0,0.19,0,1,4,1,4,0,1,1,0.835,0,0,0,1,-1.462,4.451479763,0
Croatia,CRO,344,0.00336,0.004582,0,0,0,0,1,0,0,3.401197382,15.21353584,2.024845673,-8.367378217,1,1,0,0.37,0,1,4,1,4,0,0,1,0.838,0,1,0,1,0.625,4.505936803,0
Botswana,BOT,571,0.00329,0.00464,0,0,1,0,0,0,0,4.007333185,14.67061714,5.683308895,-7.893053589,0,1,0,0.41,0,0,4,1,4,0,1,1,0.91,0,0,0,0,0.461,4.331145152,0
Paraguay,PAR,150,0.003162,0.003913,0,0,0,0,0,0,0,5.347107531,15.78017657,4.074309757,-1,1,1,1,0.17,0,1,4,1,4,0,1,1,0.815,0,0,0,1,-0.16,4.17849436,0
Australia,AUL,900,0.003082,0.003708,0,0,0,1,0,0,0,4.787491743,17.06149718,1.760681686,-0.284839298,1,1,0,0.09,0,1,4,1,4,0,1,1,0.961,0,0,0,0,0.827,3.783686161,0
Kazakhstan,KZK,705,0.003082,0.004476,0,0,0,0,0,0,1,3.401197382,16.74694108,3.049590136,-2.6,1,1,1,0.62,0,1,3,1,2,0,1,1,0.486,0,1,0,1,-0.702,4.172209771,0
Panama,PAN,95,0.002937,0.003554,0,0,0,0,0,0,0,4.770684624,15.27755412,3.577708764,-17.94933167,1,1,0,0.55,0,1,4,1,4,0,1,1,0.816,0,0,0,0,0.033,4.432764285,0
Moldova,MLD,359,0.002911,0.00325,0,0,0,0,1,0,0,3.401197382,14.77785247,3.521363372,-6.969046296,1,1,0,0.55,0,1,4,1,4,0,1,0,0.875,0,0,0,0,0.206,4.343683009,0
Kuwait,KUW,690,0.002905,0.004035,0,0,0,0,0,1,0,4.094344562,15.26725623,2.607680962,0.412348553,0,1,0,0.66,0,0,1,1,3,0,1,0,0.474,0,0,0,1,-0.108,4.586832516,0
South Korea,ROK,732,0.002884,0.003958,0,1,0,1,0,0,0,4.290459441,17.76252571,1.643167673,-0.957766224,1,1,0,0,0,1,4,2,4,0,1,1,0.921,0,1,0,0,1.148,4.249614318,0
Germany,GER,255,0.002855,0.003625,0,0,0,0,1,0,0,3.433987204,18.23724487,1.788854382,-4.89654545,1,1,0,0.17,0,1,4,1,4,0,1,1,0.975,0,1,0,0,1.745,4.404449606,0
Ecuador,ECU,130,0.002716,0.003695,0,0,0,0,0,0,0,5.252273428,16.68585306,3.464101615,-7.750123377,1,1,0,0.66,0,1,4,1,4,0,1,1,0.966,0,1,0,1,1.11,3.767829673,0
Poland,POL,290,0.002676,0.003804,0,1,0,0,1,0,0,4.634728988,17.45180119,1.949358869,-2.701709195,1,1,0,0.12,0,1,4,0,4,0,1,1,0.822,0,1,0,0,1.438,4.649230845,0
Trinidad and Tobago,TRI,52,0.002635,0.003156,0,0,0,0,0,0,0,4.077537444,14.15161916,3.962322551,-7.831876497,1,1,0,0.65,0,1,4,1,4,0,1,1,0.908,0,0,0,1,0.867,-0.273321998,0
Lesotho,LES,570,0.002616,0.00311,0,0,1,0,0,0,0,4.007333185,14.57736817,8.252272414,-11.06099374,1,1,0,0.26,0,0,4,1,4,0,1,1,0.848,0,1,0,0,0.995,4.931945607,0
Jamaica,JAM,51,0.002594,0.002909,0,0,0,0,0,0,0,4.077537444,14.90109198,3.449637662,-10.2,1,1,0,0.41,0,1,4,1,4,0,1,1,0.968,0,0,0,0,1.539,4.499526375,0
Romania,RUM,360,0.002582,0.003665,0,1,0,0,1,0,0,4.9698133,16.77489638,2.387467277,-3.859373593,1,1,0,0.31,0,1,4,1,4,0,1,1,0.894,0,1,0,0,0.051,4.369184049,0
The Gambia,GAM,420,0.002562,0.00346,0,0,1,0,0,0,0,4.025351691,14.69789863,5.991660872,0,1,1,0,0.79,0,0,4,1,4,0,1,1,0.781,0,1,0,1,1.112,4.017079939,0
Fiji,FJI,950,0.002505,0.003253,0,0,0,1,0,0,0,3.931825633,13.7061911,4.65832588,-19.04875649,0,1,0,0.55,0,1,4,1,4,0,1,1,0.513,0,0,0,1,1.522,4.28325089,0
Chile,CHL,155,0.002438,0.003338,0,1,0,0,0,0,0,5.313205979,16.76604717,2.449489743,-5.771501669,1,1,0,0.19,0,1,4,1,4,0,1,1,0.976,0,1,0,0,0.775,4.057712323,0
Slovenia,SLV,349,0.002436,0.002723,0,0,0,0,1,0,0,3.401197382,14.5575079,1.303840481,-5.532207845,1,1,0,0.22,0,1,4,1,4,0,0,0,0.755,0,1,0,0,1.152,4.994079993,0
